iter	Logloss
184	0.6006921522
185	0.6003670146
186	0.5998920992
187	0.5995151954
188	0.5991188519
189	0.5986952291
190	0.598255897
191	0.5977576134
192	0.5973057381
193	0.596895961
194	0.5962930701
195	0.5959178227
196	0.5954702892
197	0.5950722719
198	0.5946607375
199	0.5941728568
200	0.5937393494
201	0.593268684
202	0.5927318417
203	0.592407841
204	0.5919348528
205	0.5918297558
206	0.5913763835
207	0.5909895032
208	0.5906328326
209	0.5903700258
210	0.589975652
211	0.5896560844
212	0.589415209
213	0.5889452805
214	0.5883907638
215	0.5879652432
216	0.5874933553
217	0.5871142239
218	0.5865811517
219	0.5860404142
220	0.5853927883
221	0.5849507819
222	0.5843581654
223	0.5840949134
224	0.5838445531
225	0.5833314499
226	0.582900012
227	0.5825340842
228	0.5818952605
229	0.5813815508
230	0.5810934724
231	0.5807828642
232	0.5803121705
233	0.5798137322
234	0.5794069636
235	0.5789736399
236	0.5785427992
237	0.5779235405
238	0.5775984463
239	0.577190764
240	0.5766019358
241	0.5761667543
242	0.5757855593
243	0.5754897769
244	0.5752230112
245	0.5748217939
246	0.5743915646
247	0.5738505562
248	0.5734215068
249	0.5728455726
250	0.5724885356
251	0.572122817
252	0.5717626582
253	0.5714486445
254	0.5709970054
255	0.5704151754
256	0.5698879473
257	0.5695076142
258	0.5690993495
259	0.5686677354
260	0.5681080649
261	0.5675317579
262	0.5671896497
263	0.5668428011
264	0.5664831877
265	0.5661058828
266	0.5656435202
267	0.5652712558
268	0.5648181837
269	0.5644916307
270	0.5640499458
271	0.5635923388
272	0.5631395653
273	0.5627088083
274	0.5622792001
275	0.5620291206
276	0.5615373251
277	0.5610751464
278	0.5604884329
279	0.5602381467
280	0.5597798625
281	0.5593303551
282	0.5587907965
283	0.5584153364
284	0.5580004892
285	0.5576008947
286	0.5571409533
287	0.5567190656
288	0.5563832407
289	0.5558442531
290	0.5554671566
291	0.5550214841
292	0.5545709457
293	0.5543236216
294	0.5538596202
295	0.5534702918
296	0.5531278387
297	0.5528153498
298	0.5525080146
299	0.551997223
300	0.5515003021
301	0.5508967456
302	0.5504452578
303	0.5500398852
304	0.5497726354
305	0.5494427447
306	0.5489428608
307	0.5487173484
308	0.5482381568
309	0.5478892864
310	0.5476210115
311	0.5471696699
312	0.5466953575
313	0.5461491504
314	0.5457772964
315	0.5453527269
316	0.5451092433
317	0.5446853738
318	0.5442074378
319	0.5438429105
320	0.5434103936
321	0.5430176412
322	0.542671767
323	0.5422537734
324	0.5417801478
325	0.5413948611
326	0.5409324993
327	0.540571412
328	0.5401433786
329	0.5396924263
330	0.539270304
331	0.5388255573
332	0.5384181964
333	0.5378883552
334	0.5373631308
335	0.5369781225
336	0.5363708072
337	0.5358811991
338	0.5355194973
339	0.5351188086
340	0.5348219574
341	0.5342831743
342	0.5338125682
343	0.5332312266
344	0.5329372086
345	0.5325574427
346	0.5321953292
347	0.5319042153
348	0.5314503006
349	0.5311405739
350	0.5306243324
351	0.5302061119
352	0.5298381021
353	0.5293969528
354	0.5288680498
355	0.52855177
356	0.5282196172
357	0.527797247
358	0.5274885709
359	0.5270672789
360	0.5267471116
361	0.5263493762
362	0.5259674592
363	0.5255962932
364	0.5252599868
365	0.5248708956
366	0.5244516942
367	0.5239493779
368	0.5236609136
369	0.5232247874
370	0.5229494022
371	0.522538885
372	0.5221429319
373	0.5217650447
374	0.521394479
375	0.5210245452
376	0.5206632841
377	0.5202485688
378	0.5197107311
379	0.5195228796
380	0.5191953906
381	0.5188928224
382	0.5184493043
383	0.5181902107
384	0.5178922901
385	0.5175325399
386	0.5171781488
387	0.5166953654
388	0.5162799342
389	0.5159948209
390	0.5155552466
391	0.5152528116
392	0.5149053725
393	0.5145098659
394	0.5141698315
395	0.5138781396
396	0.5133379038
397	0.5128801976
398	0.5124332102
399	0.5120548475
400	0.5117554843
401	0.5113261735
402	0.5110121952
403	0.5108199531
404	0.5104751555
405	0.5099568466
406	0.5096670705
407	0.5094583307
408	0.5091005342
409	0.5086936624
410	0.5082898177
411	0.5078852253
412	0.5076253729
413	0.50730095
414	0.5069086426
415	0.506640946
416	0.5061750586
417	0.5060246395
418	0.5056110777
419	0.5051429044
420	0.5047874999
421	0.5044434126
422	0.5040357481
423	0.5036148992
424	0.5031871071
425	0.5029164996
426	0.5026491208
427	0.5022712404
428	0.5018851897
429	0.5015703037
430	0.5012514324
431	0.5008581179
432	0.5005197849
433	0.5003809269
434	0.4999966367
435	0.4996874952
436	0.4993258065
437	0.4986991451
438	0.4982212639
439	0.4977309027
440	0.4973959048
441	0.4970639409
442	0.4966026363
443	0.4961738122
444	0.4959899464
445	0.4955643904
446	0.4951830142
447	0.494817946
448	0.4945360244
449	0.4941572162
450	0.4938685517
451	0.4935068873
452	0.4931244402
453	0.4928432582
454	0.4925212584
455	0.4921258644
456	0.4917594113
457	0.4913508718
458	0.4909456588
459	0.490481508
460	0.4900696913
461	0.4897955523
462	0.4894378893
463	0.4892726715
464	0.4888351164
465	0.4886030916
466	0.4882448672
467	0.4878206551
468	0.4875387969
469	0.4871091306
470	0.4868288885
471	0.4864923017
472	0.4861903803
473	0.4858874808
474	0.4855380798
475	0.4851867589
476	0.4848282617
477	0.4845833231
478	0.4842911368
479	0.483806713
480	0.4835526839
481	0.4833793235
482	0.4831433102
483	0.4829301071
484	0.4826956216
485	0.4824766667
486	0.482249437
487	0.4819211072
488	0.4816414063
489	0.481294546
490	0.4809461043
491	0.480572722
492	0.4802074908
493	0.4798844708
494	0.4797209386
495	0.4794505104
496	0.4792629948
497	0.4791611317
498	0.478714739
499	0.4784678783
500	0.4780476788
501	0.4778159081
502	0.4775489039
503	0.4772371322
504	0.4768870213
505	0.4765683468
506	0.4762032638
507	0.4758281949
508	0.4755232121
509	0.4752298493
510	0.4750646617
511	0.4747645469
512	0.4744411258
513	0.4740298487
514	0.4736643895
515	0.4730698666
516	0.4727908487
517	0.4726499993
518	0.4725197908
519	0.4721887705
520	0.4719776018
521	0.4717342365
522	0.4713939816
523	0.4711567362
524	0.4708407774
525	0.4704767353
526	0.4701994417
527	0.4697588565
528	0.4694409621
529	0.4691488877
530	0.4688533361
531	0.4684298616
532	0.4680871815
533	0.467790272
534	0.467536564
535	0.467144559
536	0.466771293
537	0.46646445
538	0.4661823827
539	0.4659372765
540	0.4656307786
541	0.465332108
542	0.4649705865
543	0.4647120266
544	0.4642746681
545	0.4640217424
546	0.4636513332
547	0.4634561111
548	0.4630785706
549	0.4627520962
550	0.4625019172
551	0.4622632074
552	0.4620592334
553	0.4616424747
554	0.4613392799
555	0.4610687255
556	0.460802514
557	0.4605334165
558	0.4602108371
559	0.4599044395
560	0.4595293991
561	0.459308895
562	0.4589114897
563	0.4585992999
564	0.4581998716
565	0.4580262642
566	0.4576292331
567	0.4572734239
568	0.4570404274
569	0.4567464074
570	0.4563077214
571	0.456156226
572	0.4557579513
573	0.4553924828
574	0.4549745349
575	0.4546522045
576	0.4543472604
577	0.4540197968
578	0.4537716165
579	0.4535417178
580	0.4532004387
581	0.4529695693
582	0.4527155842
583	0.4524195115
584	0.4520898741
585	0.4518739533
586	0.4514488225
587	0.4512935764
588	0.4511429613
589	0.4509054625
590	0.4505681627
591	0.4503777169
592	0.4500215543
593	0.4497385928
594	0.4494374655
595	0.4491140373
596	0.4487289498
597	0.448398015
598	0.4481461216
599	0.4479675468
600	0.4477217394
601	0.4474040344
602	0.4471026881
603	0.446843068
604	0.4466093474
605	0.4463826524
606	0.4461842473
607	0.4459152958
608	0.4456306959
609	0.4453881832
610	0.4451416793
611	0.4448496952
612	0.4446002707
613	0.4443779518
614	0.4440606813
615	0.4436540082
616	0.4435304433
617	0.4431512462
618	0.4428290781
619	0.4425880271
620	0.4422793475
621	0.4418966033
622	0.4416000301
623	0.4413425677
624	0.4409505579
625	0.4407068967
626	0.4404249032
627	0.4401524791
628	0.4399243288
629	0.4396000927
630	0.4393052348
631	0.4390266454
632	0.4387725703
633	0.4385471985
634	0.4382808234
635	0.4379849222
636	0.4377770045
637	0.4375057137
638	0.437260676
639	0.4370081879
640	0.4367803634
641	0.4366083184
642	0.4362781015
643	0.4360828081
644	0.4357611503
645	0.4355597118
646	0.4352949163
647	0.4349517659
648	0.434598764
649	0.4344275191
650	0.4342645125
651	0.433861046
652	0.4336918289
653	0.433522378
654	0.4332656517
655	0.4330546679
656	0.4327848826
657	0.4325528102
658	0.4322909424
659	0.4318750132
660	0.4316045716
661	0.4313917347
662	0.4312460092
663	0.4309008236
664	0.4306779931
665	0.4304267406
666	0.4301698431
667	0.4298724455
668	0.4297131923
669	0.4294223918
670	0.4290936071
671	0.4287054799
672	0.4284575793
673	0.4281780571
674	0.4279064667
675	0.427529805
676	0.4272473864
677	0.4268609673
678	0.426506091
679	0.4261733981
680	0.4258684026
681	0.4255646391
682	0.4253310581
683	0.425047647
684	0.424811006
685	0.4246377427
686	0.4242607271
687	0.4240682264
688	0.4238979497
689	0.4237133113
690	0.423591221
691	0.4233694676
692	0.4230657423
693	0.422792437
694	0.4226034599
695	0.4223782601
696	0.4221409782
697	0.421899983
698	0.4216584489
699	0.4214506526
700	0.4211983673
701	0.4210069308
702	0.420714248
703	0.4204413253
704	0.4201554642
705	0.4199229319
706	0.4196386364
707	0.419325697
708	0.4191594354
709	0.4189326421
710	0.4186590797
711	0.4185040639
712	0.4182154852
713	0.4179673768
714	0.4176013785
715	0.4172411625
716	0.4169098957
717	0.4165957834
718	0.4163453813
719	0.4161286865
720	0.4159546272
721	0.4157816743
722	0.4155302227
723	0.4153039108
724	0.4150209626
725	0.4147882762
726	0.4145327073
727	0.4143407161
728	0.4141309617
729	0.4137627868
730	0.4134329535
731	0.4131476033
732	0.4128125757
733	0.4124834881
734	0.4123013162
735	0.4119205928
736	0.4116391666
737	0.4113270183
738	0.4111137004
739	0.4108428776
740	0.410610732
741	0.4102744971
742	0.4099346494
743	0.4096325466
744	0.4094557538
745	0.409277476
746	0.4089956998
747	0.4087504442
748	0.4084853722
749	0.4083019897
750	0.4080830343
751	0.407822955
752	0.4075034036
753	0.407321348
754	0.4071126796
755	0.4068611768
756	0.4065294148
757	0.4063181567
758	0.4060476896
759	0.4058109154
760	0.4056389222
761	0.4053733328
762	0.4051090045
763	0.4048991985
764	0.4046919075
765	0.4044330828
766	0.4042203805
767	0.40389814
768	0.4036616358
769	0.40349601
770	0.4033696647
771	0.4030911803
772	0.4029374367
773	0.4025860097
774	0.4023385595
775	0.4020500875
776	0.401810402
777	0.4016023552
778	0.4012980056
779	0.4010310639
780	0.4008628162
781	0.400667418
782	0.4004429101
783	0.4002552921
784	0.3999974191
785	0.3997661949
786	0.3995164413
787	0.3993465973
788	0.3989705422
789	0.3987104355
790	0.3985205907
791	0.3982638386
792	0.3979525577
793	0.397652066
794	0.397296599
795	0.3969967907
796	0.3967797782
797	0.3965318579
798	0.396269289
799	0.396031769
